Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
March,20,Accountant,92047.08,7591.59,6,7,16,0,18,11,9.13,4.0,_,1296.64,27792788363714100,29 Years and 4 Months,Yes,0.0,1754456226582990,High_spent_Large_value_payments,8237130000000000,Standard
April,20,Accountant,92047.08,7591.59,6,7,16,0_,16,11,9.13,4.0,Standard,1296.64,42944681681740500,NA,Yes,0.0,12090755376622200,High_spent_Large_value_payments,8782510000000000,Poor
May,20,Accountant,92047.08,7591.59,6,7,16,0,16,8,9.13,4.0,Standard,1296.64,343576502428514,29 Years and 6 Months,NM,0.0,7871934549426280,High_spent_Large_value_payments,9204400000000000,Poor
June,20,Accountant,92047.08,7591.59,6,7,16,0,16,13,13.13,4.0,Standard,1296.64,28776937743887900,NA,Yes,0.0,2665850272142170,Low_spent_Small_value_payments,7825740000000000,Poor
July,20,Accountant,92047.08,7591.59,6,7,16,0,16,10,9.13,4.0,_,1296.64,4075852163733130,29 Years and 8 Months,Yes,0.0,5928557022863860,High_spent_Large_value_payments,9398730000000000,Poor
August,20,Accountant,92047.08,7591.59,6,7,16,0,16,11,9.13,4.0,Standard,1296.64,27727646781775400,29 Years and 9 Months,Yes,0.0,2680846032992910,Low_spent_Large_value_payments,7610740000000000,Poor
January,45,Teacher,32284.62,2898385,6,7,17,6,11,12,9.22,8.0,Standard,1283.37,28940892588545400,6 Years and 5 Months,Yes,10303756035536500,25486161508896900,Low_spent_Medium_value_payments,21193900000000000,Standard
February,46,Teacher,32284.62,2898385,6,7,17,6,11,12,9.22,8.0,Standard,1283.37,27861310193113600,6 Years and 6 Months,Yes,10303756035536500,10321030741657000,Low_spent_Large_value_payments,35359100000000000,Standard
March,46,Teacher,32284.62,2898385,6,7,17,6,10,12,9.22,8.0,Standard,1283.37,2788169704475600,6 Years and 7 Months,Yes,10303756035536500,35793568414159600,High_spent_Large_value_payments,39100700000000000,Standard
April,46,Teacher,32284.62,2898385,6,7,17,6,11,12,9.22,8.0,Standard,1283.37,3839455822201330,6 Years and 8 Months,Yes,10303756035536500,28021825375922100,Low_spent_Small_value_payments,196582685885413,Standard
May,46,Teacher,32284.62,2898385,6,7,17,6,15,,8.22,10.0,_,1283.37,3323978443489350,6 Years and 9 Months,Yes,10303756035536500,1540197492180290,High_spent_Small_value_payments,2927810000000000,Standard
June,46,Teacher,32284.62,2898385,6,7,17,6,11,12_,8.22,10.0,Standard,1283.37,26874467413543800,6 Years and 10 Months,Yes,10303756035536500,2722735499123760,Low_spent_Small_value_payments,20452700000000000,Standard
July,46,Teacher,32284.62,2898385,6,7,17,6,7,,9.22,10.0,Standard,1283.37_,24205533202276300,6 Years and 11 Months,Yes,10303756035536500,__10000__,Low_spent_Small_value_payments,8590210000000000,Standard
August,46,Teacher,32284.62,2898385,6,7,17,6,13,12,22.200.000.000.000.000,10.0,Standard,1283.37,27930123710625200,7 Years and 0 Months,Yes,10303756035536500,3597718322852980,Low_spent_Small_value_payments,11702900000000000,Standard
January,26,Musician,97791.42,8079285,6,6,12,0_,18,8,17.92,1.0,Standard,107.41,2571557884311530,27 Years and 2 Months,Yes,0.0,45124651936958700,Low_spent_Small_value_payments,6466820000000000,Standard
February,26,Musician,97791.42,8079285,6,6,12,0,18,8,11.920.000.000.000.000,1.0,_,107.41,28711202517052900,27 Years and 3 Months,Yes,0.0,3227203197056670,Low_spent_Large_value_payments,7552080000000000,Standard
March,26,Musician,97791.42,8079285,6,6,12,0,18,7,17.92,1.0,_,107.41,3492287233220600,27 Years and 4 Months,Yes,0.0,17626422577485500,High_spent_Medium_value_payments,8816640000000000,Standard
April,26,Musician,97791.42,,6,6,12,0,19,8,15.920.000.000.000.000,1.0,Standard,107.41,2651363149248920,27 Years and 5 Months,Yes,6298156531464210,49924501998175800,Low_spent_Medium_value_payments,5886830000000000,Good
May,26,Musician,97791.42,7449469346853570,6,6,12,0,18,,17.92,1.0,_,107.41,3864911430691300,27 Years and 6 Months,Yes,6298156531464210,7760922833984060,High_spent_Large_value_payments,9703190000000000,Good
June,26,Musician,97791.42,7449469346853570,6,6,12,0,16,8,17.92,1.0,Standard,107.41,44676888593962100,27 Years and 7 Months,Yes,6298156531464210,10830393861997300,High_spent_Large_value_payments,9396250000000000,Good
July,26,Musician,97791.42,7449469346853570,6,6,12,0,18,8,13.920.000.000.000.000,1.0,Standard,107.41,28807349824215000,27 Years and 8 Months,Yes,6298156531464210,743540801271909,!@9#%8,33438800000000000,Standard
August,26,Musician,97791.42_,7449469346853570,6,6,12,0,18,8,17.92,1.0,Standard,107.41,3389444259920450,27 Years and 9 Months,Yes,6298156531464210,11031820362533600,High_spent_Medium_value_payments,9476100000000000,Good
January,31,Entrepreneur,19300.34,1512361666666660,6,7,17,5,52,,9.95,7.0,Bad,2430.21,29934185732751400,18 Years and 2 Months,Yes,4957206224445270,7917641583265370,Low_spent_Small_value_payments,31248800000000000,Poor
February,31,Entrepreneur,19300.34,1512361666666660,6,7,17,5,51,18,9.95,7.0,Bad,2430.21,366412035787929,18 Years and 3 Months,NM,4957206224445270,5529821298839300,High_spent_Small_value_payments,3063660000000000,Poor
March,31,Entrepreneur,19300.34,1512361666666660,6,7,17,5,48,19,15.95,7.0,_,2430.21,3762486247304560,NA,Yes,4957206224445270,14081859591726700,Low_spent_Large_value_payments,23084600000000000,Poor
April,31,Entrepreneur,19300.34,1512361666666660,6,7,17,5,51,19,9.95,7.0,Bad,2430.21,28870386917234400,18 Years and 5 Months,Yes,4957206224445270,61428029874778400,High_spent_Small_value_payments,30023600000000000,Standard
May,32,Entrepreneur,19300.34,1512361666666660,6,7,17,5,51,19,9.95,7.0,Bad,2430.21,2805884596384250,NA,Yes,4957206224445270,1730425507765920,Low_spent_Small_value_payments,21862200000000000,Poor
June,32,nan,19300.34,1512361666666660,6,1029,17,5,51,17,9.95,8.0,Bad,2430.21,2584779062032980,18 Years and 7 Months,Yes,4957206224445270,8344744882880190,Low_spent_Large_value_payments,28821700000000000,Poor
July,32,Entrepreneur,19300.34,,6,7,17,5_,51,19,8.95,8.0,_,2430.21,2584314493873210,18 Years and 8 Months,Yes,56566.0,1209754898578690,Low_spent_Large_value_payments,25068900000000000,Poor
August,32,Entrepreneur,19300.34,1512361666666660,6,7,17,5,53,19,9.95,8.0,Bad,2430.21,2370919322410500,18 Years and 9 Months,Yes,4957206224445270,1181855506983740,Low_spent_Medium_value_payments,2634790000000000,Standard
January,41,Musician,19514.88,1828.24,7,5,17,0,30,12,4.17,2.0,_,881.4,26084542750932600,19 Years and 3 Months,NM,0.0,5014372713919670,High_spent_Medium_value_payments,3826800000000000,Standard
February,41,Musician,19514.88,1828.24,7,5,17,0,30,14,4.17,2.0,_,881.4,25665856781285000,19 Years and 4 Months,No,0.0,__10000__,High_spent_Large_value_payments,3818960000000000,Standard
March,41,Musician,19514.88,1828.24,7,5,17,0,30,12,4.17,2.0,Standard,881.4,3366946005394860,19 Years and 5 Months,No,0.0,43315824459505300,High_spent_Medium_value_payments,3895080000000000,Standard
April,41,Musician,19514.88,1828.24,7,488,17,0,30,12,4.17,2.0,Standard,881.4,34503707241298500,19 Years and 6 Months,No,0.0,45388820313894900,High_spent_Medium_value_payments,38743500000000000,Poor
May,41,Musician,19514.88,,7,5,17,0,30,,4.17,2.0,Standard,881.4,4117638419789340,19 Years and 7 Months,No,0.0,16834146287619100,Low_spent_Small_value_payments,30448300000000000,Poor
June,41,nan,19514.88,,7,5,17,0,30,12,4.17,2.0,Standard,881.4,3878807246113490,19 Years and 8 Months,No,0.0,1513776397937300,Low_spent_Small_value_payments,3214460000000000,Poor
July,41,Musician,19514.88,1828.24,7,5,17,0,30,15,4.17,2.0,Standard,881.4,27182482771287600,19 Years and 9 Months,No,0.0,18463115997411600,Low_spent_Medium_value_payments,2781930000000000,Poor
August,41,Musician,19514.88,,7,5,5240,0,26,11,4.17,4.0,_,881.4,28781887776659700,19 Years and 10 Months,No,0.0,991415414879628,High_spent_Small_value_payments,3436820000000000,Poor
January,41,Media_Manager,"10.183.015,00",,7,5,17,5,48,,8.969.999.999.999.990,6.0,Bad,1672.43,25951272885300500,10 Years and 1 Months,Yes,3758807283812560,14622739235117400,High_spent_Large_value_payments,2952480000000000,Poor
February,41,Media_Manager,"10.183.015,00",10745845833333300,7,5,17,5,48,18,7.97,6.0,Bad,1672.43,3238559762083810,10 Years and 2 Months,NM,3758807283812560,9236195001929570,Low_spent_Small_value_payments,2675080000000000,Poor
March,41,Media_Manager,"10.183.015,00",10745845833333300,7,5,17,5,48,23,7.97,6.0,Bad,1672.43,23731347914755400,10 Years and 3 Months,Yes,3758807283812560,9188397193610820,Low_spent_Small_value_payments,2679860000000000,Poor
April,41,Media_Manager,"10.183.015,00",10745845833333300,7,5,17,5,43,20,7.97,6.0,_,1672.43,2761417777754390,10 Years and 4 Months,Yes,3758807283812560,468104157513052,High_spent_Small_value_payments,2830600000000000,Standard
May,41,Media_Manager,"10.183.015,00",10745845833333300,7,5,17,5,51,,7.97,6.0,Bad,1672.43,3229348991062000,10 Years and 5 Months,Yes,3758807283812560,6583126164076850,!@9#%8,29403900000000000,Poor
June,42,nan,"10.183.015,00",10745845833333300,7,5,17,5,48,24,10.97,1050.0,Bad,1672.43,25105402554318400,10 Years and 6 Months,Yes,3758807283812560,7389986104079840,Low_spent_Small_value_payments,2859710000000000,Poor
July,42,Media_Manager,"10.183.015,00",10745845833333300,7,5,17,5,52,21,7.97,6.0,_,1672.43,24713823993258300,10 Years and 7 Months,Yes,3758807283812560,61863727578026100,Low_spent_Small_value_payments,29800700000000000,Poor
August,42,Media_Manager,10183.015_,10745845833333300,7,5,17,5,48,21,7.97,6.0,Bad,1672.43,3683702882243360,10 Years and 8 Months,Yes,3758807283812560,7112274735436060,Low_spent_Small_value_payments,288747638140847,Poor
January,19,Entrepreneur,106733.13,88734275,4,4,1,0,10,8_,0.86,0.0,_,76.23,29815895626895100,32 Years and 9 Months,No,0.0,38836035366098800,Low_spent_Large_value_payments,7689820000000000,Good
February,20,Entrepreneur,106733.13,88734275,4,4,1,0,5,7,_,0.0,_,76.23,28108086289939200,32 Years and 10 Months,No,0.0,8072067768357640,Low_spent_Small_value_payments,3701360000000000,Good
March,20,Entrepreneur,106733.13,88734275,4,4,4975,0,2,6,0.86,0.0,Good,76.23,42070458602150000,32 Years and 11 Months,No,0.0,17203282853259800,High_spent_Large_value_payments,9553100000000000,Good
April,20,Entrepreneur,106733.13,,4,4,1,0,5,7,-4.14,0.0,Good,76.23,2584254793986020,33 Years and 0 Months,No,0.0,6442873937406400,Low_spent_Large_value_payments,5130550000000000,Good
May,20,Entrepreneur,106733.13_,88734275,4,4,1,-100,5,6,0.86,0.0,Good,76.23,288205537792444,33 Years and 1 Months,No,0.0,34560913541068300,High_spent_Medium_value_payments,791733614589316,Good
June,20,Entrepreneur,106733.13,88734275,4,4,1,0,5,6,-0.14,0.0,Good,76.23,3172760359530650,NA,No,0.0,,High_spent_Medium_value_payments,9130320000000000,Standard
July,20,Entrepreneur,106733.13,88734275,4,4,1,0,9,4,0.86,1.0,_,76.23,436651184057441,NA,No,0.0,19103537260177900,High_spent_Large_value_payments,9363070000000000,Standard
August,20,Entrepreneur,106733.13,88734275,4,4,1,0,7,6,0.86,1.0,Good,76.23,3924363977621790,33 Years and 4 Months,No,0.0,3847637247797140,!@9#%8,7925790000000000,Standard
January,31_,Lawyer,"12.600.445,00",7820370833333330,5,5,10,-100,28,19,15.79,7.0,_,569.8,3307588356651330,12 Years and 3 Months,Yes,26060347529205900,0.0,High_spent_Large_value_payments,2842980000000000,Standard
February,31,Lawyer,"12.600.445,00",7820370833333330,5,5,10,-100,25,18,15.79,7.0,Standard,569.8,3815374125597250,12 Years and 4 Months,Yes,26060347529205900,10315861791443600,Low_spent_Small_value_payments,23898500000000000,Standard
March,31,Lawyer,"12.600.445,00",7820370833333330,5,5,10,3,25,16,15.79,7.0,Standard,569.8,2317983273627970,12 Years and 5 Months,Yes,26060347529205900,3202630794260430,Low_spent_Small_value_payments,310117052861523,Standard
April,32,nan,"12.600.445,00",7820370833333330,5,5,10,3,25,18,15.79,,Standard,569.8,28819407058304,12 Years and 6 Months,Yes,33746.0,3114919791081510,Low_spent_Medium_value_payments,3009940000000000,Poor
May,32,Lawyer,12600.445_,7820370833333330,5,5,10,3,20,19,15.79,7.0,Standard,569.8,3724021434251170,12 Years and 7 Months,Yes,26060347529205900,410826367012432,Low_spent_Small_value_payments,3010610000000000,Poor
June,32,Lawyer,"12.600.445,00",7820370833333330,5,5,10,3,25,19,15.79,7.0,Standard,569.8,3652748004014410,12 Years and 8 Months,Yes,26060347529205900,4800806665619230,Low_spent_Small_value_payments,294135294147935,Poor
July,32,Lawyer,"12.600.445,00",7820370833333330,5,5,10,3,25,20,21.79,7.0,Standard,569.8,34125305925956300,NA,Yes,26060347529205900,56908895859705500,Low_spent_Medium_value_payments,2752340000000000,Poor
August,32,Lawyer,"12.600.445,00",7820370833333330,5,5,10,3,25,19,15.79,11.0,Standard,569.8,31978873515820700,12 Years and 10 Months,Yes,26060347529205900,6637358000122420,Low_spent_Small_value_payments,27577000000000000,Poor
January,34,Mechanic,57983.12,4720926666666660,9,8,31,8,47,19,7.27,12.0,Bad,3532.83,32321769461626100,NA,Yes,20043261339470600,26570621194860000,Low_spent_Small_value_payments,29595400000000000,Poor
February,34,Mechanic,57983.12,,9,8,31,8,53,21,7.27,1044.0,Bad,3532.83,3787364186839300,12 Years and 3 Months,Yes,20043261339470600,19387337542933200,High_spent_Medium_value_payments,32778700000000000,Standard
March,34,Mechanic,57983.12,4720926666666660,9,8,31,8,48,,7.27,17.0,Bad,3532.83,3781024308787280,12 Years and 4 Months,Yes,20043261339470600,5343581783879260,Low_spent_Small_value_payments,27301900000000000,Poor
April,34,Mechanic,57983.12,,9,8,31,8,48,22,7.27,17.0,_,3532.83,3256739683731980,12 Years and 5 Months,Yes,20043261339470600,19764049552810000,High_spent_Medium_value_payments,3240200000000000,Poor
May,34,Mechanic,57983.12,4720926666666660,9,8,31,8,48,21,10.27,17.0,Bad,3532.83,3728428974024720,12 Years and 6 Months,Yes,20043261339470600,20525015227427800,Low_spent_Small_value_payments,3564100000000000,Poor
June,34,Mechanic,57983.12_,4720926666666660,9,8,31,8,46,21,7.27,17.0,Bad,3532.83,3525737829905020,12 Years and 7 Months,Yes,20043261339470600,626869242023209,Low_spent_Small_value_payments,,Standard
July,34,Mechanic,57983.12,4720926666666660,9,8,31,8,49,21,7.27,1936.0,Bad,3532.83,2463149693005800,12 Years and 8 Months,Yes,20043261339470600,23473204010983800,Low_spent_Medium_value_payments,3169280000000000,Standard
August,34,Mechanic,57983.12,4720926666666660,9,8,31,8,48,24,7.27,,_,3532.83,24726351303352500,12 Years and 9 Months,Yes,20043261339470600,15913672195005400,High_spent_Medium_value_payments,3625230000000000,Poor
January,48,Entrepreneur,20787.69,19993075,8,6,14,3,22,14,1.13,3.0,Standard,614.6,23723185779641000,17 Years and 10 Months,No,4222199265643220,__10000__,Low_spent_Small_value_payments,25332600000000000,Standard
February,48,nan,20787.69,19993075,8,6,14,3,24,,1.13,3.0,Standard,614.6,34235852681958800,17 Years and 11 Months,No,4222199265643220,8262718037237500,Low_spent_Large_value_payments,3450820000000000,Standard
March,48,nan,20787.69,19993075,8,6,14,3,22,,1.13,3.0,Standard,614.6,2280214523254040,NA,No,4222199265643220,11017209563183900,Low_spent_Small_value_payments,33753700000000000,Standard
April,48,Entrepreneur,20787.69,,8,6,14,3,22,12,1.13,3.0,Standard,614.6,3706719824335460,18 Years and 1 Months,No,4222199265643220,8987484896281480,Low_spent_Large_value_payments,33783400000000000,Standard
May,48,Entrepreneur,20787.69,,8,6,14,3,22,14,-2.87,3.0,Standard,614.6,29339029437569300,18 Years and 2 Months,No,4222199265643220,1554609440434730,Low_spent_Small_value_payments,29224800000000000,Standard
June,48,Entrepreneur,20787.69,19993075,8,6,14,3,22,14,1.13,3.0,_,614.6,304424252235854,NA,No,4222199265643220,2863736093576950,High_spent_Large_value_payments,36907100000000000,Standard
July,48,Entrepreneur,20787.69,19993075,8,6,14,3,23,14,1.13,3.0,Standard,614.6,2611024341981500,NA,No,4222199265643220,25821517380152800,Low_spent_Small_value_payments,1894940000000000,Standard
August,48,Entrepreneur,20787.69,19993075,8,1381,14,3,22,14,8.129.999.999.999.990,3.0,_,614.6,35344187616472100,18 Years and 5 Months,No,4222199265643220,21745531229318900,High_spent_Large_value_payments,37596300000000000,Standard
January,30,Writer,34290.12,2697.51,9,8,25,7,52,10,17.96,9.0,Standard,2686.81,3928029558815220,13 Years and 8 Months,NM,1851119825795000,24806995733765200,Low_spent_Large_value_payments,10656900000000000,Poor
February,30,Writer,34290.12,2697.51,9,8,25,7,47,,13.96,9.0,Standard,2686.81,27036842290717400,NA,NM,1851119825795000,__10000__,Low_spent_Large_value_payments,1965590000000000,Standard
March,30,Writer,34290.12,2697.51,9,8,25,7,52,6,12.96,9.0,_,2686.81,2901885042597800,NA,Yes,1851119825795000,60589536090880500,High_spent_Medium_value_payments,2740490000000000,Standard
April,30,Writer,34290.12,,9,8,25,-100,52,7,13.96,9.0,Standard,2686.81,3616398913486820,13 Years and 11 Months,NM,1851119825795000,9947477403683120,Low_spent_Large_value_payments,25516400000000000,Poor
May,30,nan,34290.12,2697.51,9,8,25,7,52,12,13.96,9.0,_,2686.81,33841866041473100,14 Years and 0 Months,Yes,1851119825795000,330071842181316,Low_spent_Small_value_payments,4456720000000000,Poor
June,30,Writer,34290.12,2697.51,9,8,25,7,52,12,13.96,9.0,_,2686.81,24222554856393200,14 Years and 1 Months,Yes,1851119825795000,10894691107774300,High_spent_Medium_value_payments,2256920000000000,Poor
July,30,Writer,34290.12_,2697.51,9,8,25,7,52,12,13.96,13.0,Standard,2686.81,3511893274172200,14 Years and 2 Months,Yes,1851119825795000,22409320407033400,!@9#%8,1505460000000000,Standard
August,30,Writer,34290.12,,9,898,25,7,52,9,13.96,13.0,_,2686.81,3682064895309460,14 Years and 3 Months,Yes,1851119825795000,9491721648288950,High_spent_Small_value_payments,24972200000000000,Poor
January,32,Accountant,43070.24,,3,3,18,1,11,8,8.97,4.0,Standard,1233.1,27980700663802900,19 Years and 2 Months,Yes,3057608482316150,39700224891024800,Low_spent_Small_value_payments,22464000000000000,Standard
February,32,Accountant,43070.24_,3622186666666660,3,3,18,1,13,8,14.97,4.0,Standard,1233.1,28071291859962300,19 Years and 3 Months,Yes,3057608482316150,4439186741720720,Low_spent_Small_value_payments,1777240000000000,Standard
March,32,Accountant,43070.24,3622186666666660,3,3,18,1,15,8,12.97,4.0,Standard,1233.1,28361166154311100,19 Years and 4 Months,Yes,3057608482316150,5050914885496670,High_spent_Large_value_payments,5211330000000000,Standard
April,995,Accountant,43070.24,3622186666666660,3,3,18,1,11,8,8.97,4.0,Standard,1233.1,24331771760144200,19 Years and 5 Months,Yes,3057608482316150,7492037487328840,High_spent_Medium_value_payments,5067220000000000,Standard
